column_id,text,label
enterprise_col_1,广州同心文化传媒有限公司,ENTERPRISE_NAME
enterprise_col_1,北京科技有限公司,ENTERPRISE_NAME
enterprise_col_1,深圳中科实业股份有限公司,ENTERPRISE_NAME
enterprise_col_1,param.4498.value,ENTERPRISE_NAME
enterprise_col_1,英迪4625集团有限公司,ENTERPRISE_NAME
enterprise_col_1,腾迅4623有限公司,ENTERPRISE_NAME
enterprise_col_1,N/A-4497,ENTERPRISE_NAME
enterprise_col_1,杭州信达控股有限公司,ENTERPRISE_NAME
enterprise_col_1,上海集团股份有限公司,ENTERPRISE_NAME
enterprise_col_1,华夏4622集团有限公司,ENTERPRISE_NAME
enterprise_col_1,华夏4624实业有限公司,ENTERPRISE_NAME
enterprise_col_1,云联4621实业有限公司,ENTERPRISE_NAME
enterprise_col_1,IDX00004494,ENTERPRISE_NAME
enterprise_col_1,上海腾迅投资集团有限公司,ENTERPRISE_NAME
enterprise_col_1,英迪4620集团有限公司,ENTERPRISE_NAME
enterprise_col_1,北京华夏科技有限公司,ENTERPRISE_NAME
enterprise_col_1,6017173_4495,ENTERPRISE_NAME
enterprise_col_1,英迪4619有限公司,ENTERPRISE_NAME
enterprise_col_1,param.4496.value,ENTERPRISE_NAME
enterprise_col_1,恒远4618集团有限公司,ENTERPRISE_NAME
enterprise_col_2,博瑞4634有限公司,ENTERPRISE_NAME
enterprise_col_2,华夏4632科技有限公司,ENTERPRISE_NAME
enterprise_col_2,unknown_4505,ENTERPRISE_NAME
enterprise_col_2,智汇4630集团有限公司,ENTERPRISE_NAME
enterprise_col_2,cfg_4500,ENTERPRISE_NAME
enterprise_col_2,英迪4635实业有限公司,ENTERPRISE_NAME
enterprise_col_2,成都鸿泰实业投资有限公司,ENTERPRISE_NAME
enterprise_col_2,华夏4628集团有限公司,ENTERPRISE_NAME
enterprise_col_2,24380459_4503,ENTERPRISE_NAME
enterprise_col_2,苏州英迪科技有限公司,ENTERPRISE_NAME
enterprise_col_2,云联4631有限公司,ENTERPRISE_NAME
enterprise_col_2,90198795_4499,ENTERPRISE_NAME
enterprise_col_2,2026-12-06#4504,ENTERPRISE_NAME
enterprise_col_2,南京博雅教育科技有限公司,ENTERPRISE_NAME
enterprise_col_2,天津瑞达建筑工程有限公司,ENTERPRISE_NAME
enterprise_col_2,重庆联合实业集团,ENTERPRISE_NAME
enterprise_col_2,param.4502.value,ENTERPRISE_NAME
enterprise_col_2,智汇4633科技有限公司,ENTERPRISE_NAME
enterprise_col_2,博瑞4629实业有限公司,ENTERPRISE_NAME
enterprise_col_2,unknown_4501,ENTERPRISE_NAME
enterprise_col_3,N/A-4506,ENTERPRISE_NAME
enterprise_col_3,cfg_4510,ENTERPRISE_NAME
enterprise_col_3,N/A-4509,ENTERPRISE_NAME
enterprise_col_3,云联4638科技有限公司,ENTERPRISE_NAME
enterprise_col_3,2021-10-08#4507,ENTERPRISE_NAME
enterprise_col_3,unknown_4511,ENTERPRISE_NAME
enterprise_col_3,英迪4641有限公司,ENTERPRISE_NAME
enterprise_col_3,合肥阳光环保科技有限公司,ENTERPRISE_NAME
enterprise_col_3,test_4513,ENTERPRISE_NAME
enterprise_col_3,腾迅4640集团有限公司,ENTERPRISE_NAME
enterprise_col_3,腾迅4643集团有限公司,ENTERPRISE_NAME
enterprise_col_3,云联4644科技有限公司,ENTERPRISE_NAME
enterprise_col_3,青岛康达医疗器械有限公司,ENTERPRISE_NAME
enterprise_col_3,西安未来能源集团有限公司,ENTERPRISE_NAME
enterprise_col_3,郑州中银物流有限公司,ENTERPRISE_NAME
enterprise_col_3,信达4639集团有限公司,ENTERPRISE_NAME
enterprise_col_3,哈尔滨金属材料有限公司,ENTERPRISE_NAME
enterprise_col_3,cfg_4508,ENTERPRISE_NAME
enterprise_col_3,IDX00004512,ENTERPRISE_NAME
enterprise_col_3,鸿泰4642股份有限公司,ENTERPRISE_NAME
enterprise_col_4,福州百顺电子商务有限公司,ENTERPRISE_NAME
enterprise_col_4,空值占位_4515,ENTERPRISE_NAME
enterprise_col_4,cfg_4514,ENTERPRISE_NAME
enterprise_col_4,华夏4655股份有限公司,ENTERPRISE_NAME
enterprise_col_4,石家庄恒大实业有限公司,ENTERPRISE_NAME
enterprise_col_4,博雅4648有限公司,ENTERPRISE_NAME
enterprise_col_4,华夏4653有限公司,ENTERPRISE_NAME
enterprise_col_4,英迪4654实业有限公司,ENTERPRISE_NAME
enterprise_col_4,中科4651股份有限公司,ENTERPRISE_NAME
enterprise_col_4,腾迅4650科技有限公司,ENTERPRISE_NAME
enterprise_col_4,长沙瑞丰汽车服务有限公司,ENTERPRISE_NAME
enterprise_col_4,博瑞4649科技有限公司,ENTERPRISE_NAME
enterprise_col_4,鸿泰1实业有限公司,ENTERPRISE_NAME
enterprise_col_4,昆明东方贸易有限公司,ENTERPRISE_NAME
enterprise_col_4,test_4516,ENTERPRISE_NAME
enterprise_col_4,云联4657集团有限公司,ENTERPRISE_NAME
enterprise_col_4,兰州盛世文化发展有限公司,ENTERPRISE_NAME
enterprise_col_4,中科2股份有限公司,ENTERPRISE_NAME
enterprise_col_4,腾迅4652科技有限公司,ENTERPRISE_NAME
enterprise_col_4,英迪4656有限公司,ENTERPRISE_NAME
enterprise_col_5,瑞达4658有限公司,ENTERPRISE_NAME
enterprise_col_5,空值占位_4518,ENTERPRISE_NAME
enterprise_col_5,青海生态旅游发展有限公司,ENTERPRISE_NAME
enterprise_col_5,华夏4660科技有限公司,ENTERPRISE_NAME
enterprise_col_5,cfg_4517,ENTERPRISE_NAME
enterprise_col_5,N/A-4524,ENTERPRISE_NAME
enterprise_col_5,N/A-4520,ENTERPRISE_NAME
enterprise_col_5,合肥华能能源集团,ENTERPRISE_NAME
enterprise_col_5,瑞达4659科技有限公司,ENTERPRISE_NAME
enterprise_col_5,济南和谐建设工程有限公司,ENTERPRISE_NAME
enterprise_col_5,系统导入_4521,ENTERPRISE_NAME
enterprise_col_5,腾迅4661实业有限公司,ENTERPRISE_NAME
enterprise_col_5,97899194_4519,ENTERPRISE_NAME
enterprise_col_5,中科4663实业有限公司,ENTERPRISE_NAME
enterprise_col_5,沈阳新视界传媒股份有限公司,ENTERPRISE_NAME
enterprise_col_5,海口丰盛国际贸易有限公司,ENTERPRISE_NAME
enterprise_col_5,系统导入_4522,ENTERPRISE_NAME
enterprise_col_5,param.4525.value,ENTERPRISE_NAME
enterprise_col_5,博瑞4662集团有限公司,ENTERPRISE_NAME
enterprise_col_5,N/A-4523,ENTERPRISE_NAME
enterprise_col_6,武汉云创科技有限公司,ENTERPRISE_NAME
enterprise_col_6,瑞达4675科技有限公司,ENTERPRISE_NAME
enterprise_col_6,云联4671实业有限公司,ENTERPRISE_NAME
enterprise_col_6,param.4526.value,ENTERPRISE_NAME
enterprise_col_6,中科4676集团有限公司,ENTERPRISE_NAME
enterprise_col_6,云联4672实业有限公司,ENTERPRISE_NAME
enterprise_col_6,16900303805,ENTERPRISE_NAME
enterprise_col_6,太原新世纪投资控股有限公司,ENTERPRISE_NAME
enterprise_col_6,IDX00004529,ENTERPRISE_NAME
enterprise_col_6,cfg_4530,ENTERPRISE_NAME
enterprise_col_6,华夏4680有限公司,ENTERPRISE_NAME
enterprise_col_6,unknown_4527,ENTERPRISE_NAME
enterprise_col_6,瑞达4673科技有限公司,ENTERPRISE_NAME
enterprise_col_6,信达4678集团有限公司,ENTERPRISE_NAME
enterprise_col_6,贵阳正信资产管理有限公司,ENTERPRISE_NAME
enterprise_col_6,腾迅4674有限公司,ENTERPRISE_NAME
enterprise_col_6,南昌龙腾建筑设计有限公司,ENTERPRISE_NAME
enterprise_col_6,长沙博雅教育咨询有限公司,ENTERPRISE_NAME
enterprise_col_6,瑞达4677科技有限公司,ENTERPRISE_NAME
enterprise_col_6,信达4679实业有限公司,ENTERPRISE_NAME
enterprise_col_7,无锡兴业环保科技有限公司,ENTERPRISE_NAME
enterprise_col_7,智汇4683集团有限公司,ENTERPRISE_NAME
enterprise_col_7,云联4686实业有限公司,ENTERPRISE_NAME
enterprise_col_7,IDX00004535,ENTERPRISE_NAME
enterprise_col_7,IDX00004533,ENTERPRISE_NAME
enterprise_col_7,合肥新势力信息科技有限公司,ENTERPRISE_NAME
enterprise_col_7,N/A-4531,ENTERPRISE_NAME
enterprise_col_7,恒远4689集团有限公司,ENTERPRISE_NAME
enterprise_col_7,信达4685股份有限公司,ENTERPRISE_NAME
enterprise_col_7,云联4687股份有限公司,ENTERPRISE_NAME
enterprise_col_7,郑州恒信物业管理有限公司,ENTERPRISE_NAME
enterprise_col_7,2019-01-27#4534,ENTERPRISE_NAME
enterprise_col_7,华夏4684有限公司,ENTERPRISE_NAME
enterprise_col_7,瑞达4688实业有限公司,ENTERPRISE_NAME
enterprise_col_7,cfg_4537,ENTERPRISE_NAME
enterprise_col_7,2026-07-17#4536,ENTERPRISE_NAME
enterprise_col_7,IDX00004532,ENTERPRISE_NAME
enterprise_col_7,华夏4682科技有限公司,ENTERPRISE_NAME
enterprise_col_7,乌鲁木齐丝路实业有限公司,ENTERPRISE_NAME
enterprise_col_7,洛阳东方国际物流有限公司,ENTERPRISE_NAME
enterprise_col_8,智汇4692实业有限公司,ENTERPRISE_NAME
enterprise_col_8,华夏4694实业有限公司,ENTERPRISE_NAME
enterprise_col_8,呼和浩特恒信能源有限公司,ENTERPRISE_NAME
enterprise_col_8,华夏4697股份有限公司,ENTERPRISE_NAME
enterprise_col_8,N/A-4544,ENTERPRISE_NAME
enterprise_col_8,石家庄新世纪实业集团,ENTERPRISE_NAME
enterprise_col_8,南宁蓝海贸易有限公司,ENTERPRISE_NAME
enterprise_col_8,系统导入_4539,ENTERPRISE_NAME
enterprise_col_8,恒远4696科技有限公司,ENTERPRISE_NAME
enterprise_col_8,cfg_4541,ENTERPRISE_NAME
enterprise_col_8,unknown_4542,ENTERPRISE_NAME
enterprise_col_8,华夏4695科技有限公司,ENTERPRISE_NAME
enterprise_col_8,长春银座商业管理有限公司,ENTERPRISE_NAME
enterprise_col_8,瑞达4698有限公司,ENTERPRISE_NAME
enterprise_col_8,历史数据_4540,ENTERPRISE_NAME
enterprise_col_8,2021-07-11#4543,ENTERPRISE_NAME
enterprise_col_8,华夏4693实业有限公司,ENTERPRISE_NAME
enterprise_col_8,贵港榕泰农业科技有限公司,ENTERPRISE_NAME
enterprise_col_8,2025-02-21#4538,ENTERPRISE_NAME
enterprise_col_8,unknown_4545,ENTERPRISE_NAME
enterprise_col_9,恒远4712实业有限公司,ENTERPRISE_NAME
enterprise_col_9,2019-06-08#4551,ENTERPRISE_NAME
enterprise_col_9,英迪4707实业有限公司,ENTERPRISE_NAME
enterprise_col_9,保定长城房地产开发有限公司,ENTERPRISE_NAME
enterprise_col_9,信达4710科技有限公司,ENTERPRISE_NAME
enterprise_col_9,IDX00004547,ENTERPRISE_NAME
enterprise_col_9,上海大宁国际贸易有限公司,ENTERPRISE_NAME
enterprise_col_9,洛阳金桥电子商务有限公司,ENTERPRISE_NAME
enterprise_col_9,南昌市祥云保险有限公司,ENTERPRISE_NAME
enterprise_col_9,中科4711科技有限公司,ENTERPRISE_NAME
enterprise_col_9,云联4713实业有限公司,ENTERPRISE_NAME
enterprise_col_9,待核实_4548,ENTERPRISE_NAME
enterprise_col_9,IDX00004550,ENTERPRISE_NAME
enterprise_col_9,宁波海尔电器集团有限公司,ENTERPRISE_NAME
enterprise_col_9,腾迅4714集团有限公司,ENTERPRISE_NAME
enterprise_col_9,IDX00004552,ENTERPRISE_NAME
enterprise_col_9,unknown_4549,ENTERPRISE_NAME
enterprise_col_9,智汇4708科技有限公司,ENTERPRISE_NAME
enterprise_col_9,param.4546.value,ENTERPRISE_NAME
enterprise_col_9,博雅4709股份有限公司,ENTERPRISE_NAME
enterprise_col_10,腾迅4724集团有限公司,ENTERPRISE_NAME
enterprise_col_10,56944111_4556,ENTERPRISE_NAME
enterprise_col_10,信达4723股份有限公司,ENTERPRISE_NAME
enterprise_col_10,14657470862,ENTERPRISE_NAME
enterprise_col_10,英迪4722科技有限公司,ENTERPRISE_NAME
enterprise_col_10,备注信息_4555,ENTERPRISE_NAME
enterprise_col_10,鸿泰4726股份有限公司,ENTERPRISE_NAME
enterprise_col_10,广东鸿图信息科技有限公司,ENTERPRISE_NAME
enterprise_col_10,智汇4727集团有限公司,ENTERPRISE_NAME
enterprise_col_10,unknown_4553,ENTERPRISE_NAME
enterprise_col_10,云南金鼎实业投资有限公司,ENTERPRISE_NAME
enterprise_col_10,英迪4720集团有限公司,ENTERPRISE_NAME
enterprise_col_10,浙江双兴精密制造有限公司,ENTERPRISE_NAME
enterprise_col_10,华夏4721股份有限公司,ENTERPRISE_NAME
enterprise_col_10,3196620_4554,ENTERPRISE_NAME
enterprise_col_10,云联4728科技有限公司,ENTERPRISE_NAME
enterprise_col_10,福建新天地商务咨询有限公司,ENTERPRISE_NAME
enterprise_col_10,河北盛世文化传媒有限公司,ENTERPRISE_NAME
enterprise_col_10,2025-10-04#4558,ENTERPRISE_NAME
enterprise_col_10,瑞达4725科技有限公司,ENTERPRISE_NAME
enterprise_col_11,云联4736有限公司,ENTERPRISE_NAME
enterprise_col_11,博雅4739科技有限公司,ENTERPRISE_NAME
enterprise_col_11,南京市英迪有限公司,ENTERPRISE_NAME
enterprise_col_11,中科4734实业有限公司,ENTERPRISE_NAME
enterprise_col_11,信达4742集团有限公司,ENTERPRISE_NAME
enterprise_col_11,华夏4740股份有限公司,ENTERPRISE_NAME
enterprise_col_11,信达4735科技有限公司,ENTERPRISE_NAME
enterprise_col_11,天津市英迪股份有限公司,ENTERPRISE_NAME
enterprise_col_11,IDX00004560,ENTERPRISE_NAME
enterprise_col_11,瑞达4733股份有限公司,ENTERPRISE_NAME
enterprise_col_11,中科4743股份有限公司,ENTERPRISE_NAME
enterprise_col_11,厦门市博瑞股份有限公司,ENTERPRISE_NAME
enterprise_col_11,unknown_4561,ENTERPRISE_NAME
enterprise_col_11,瑞达4738股份有限公司,ENTERPRISE_NAME
enterprise_col_11,西安市云联实业有限公司,ENTERPRISE_NAME
enterprise_col_11,param.4559.value,ENTERPRISE_NAME
enterprise_col_11,英迪4741实业有限公司,ENTERPRISE_NAME
enterprise_col_11,厦门市信达实业有限公司,ENTERPRISE_NAME
enterprise_col_11,信达4737科技有限公司,ENTERPRISE_NAME
enterprise_col_11,厦门市博雅实业有限公司,ENTERPRISE_NAME
enterprise_col_12,西安市华夏实业有限公司,ENTERPRISE_NAME
enterprise_col_12,南京市瑞达集团有限公司,ENTERPRISE_NAME
enterprise_col_12,深圳市英迪实业有限公司,ENTERPRISE_NAME
enterprise_col_12,华夏4751集团有限公司,ENTERPRISE_NAME
enterprise_col_12,恒远4755有限公司,ENTERPRISE_NAME
enterprise_col_12,云联4753实业有限公司,ENTERPRISE_NAME
enterprise_col_12,苏州市瑞达实业有限公司,ENTERPRISE_NAME
enterprise_col_12,历史数据_4565,ENTERPRISE_NAME
enterprise_col_12,北京市信达集团有限公司,ENTERPRISE_NAME
enterprise_col_12,南京市博瑞股份有限公司,ENTERPRISE_NAME
enterprise_col_12,鸿泰4747有限公司,ENTERPRISE_NAME
enterprise_col_12,武汉市瑞达集团有限公司,ENTERPRISE_NAME
enterprise_col_12,cfg_4562,ENTERPRISE_NAME
enterprise_col_12,IDX00004563,ENTERPRISE_NAME
enterprise_col_12,博瑞4749股份有限公司,ENTERPRISE_NAME
enterprise_col_12,腾迅4752实业有限公司,ENTERPRISE_NAME
enterprise_col_12,信达4754有限公司,ENTERPRISE_NAME
enterprise_col_12,云联4748有限公司,ENTERPRISE_NAME
enterprise_col_12,test_4564,ENTERPRISE_NAME
enterprise_col_12,信达4750实业有限公司,ENTERPRISE_NAME
enterprise_col_13,腾迅4764实业有限公司,ENTERPRISE_NAME
enterprise_col_13,博瑞4767有限公司,ENTERPRISE_NAME
enterprise_col_13,西安市智汇科技有限公司,ENTERPRISE_NAME
enterprise_col_13,成都市博瑞科技有限公司,ENTERPRISE_NAME
enterprise_col_13,博雅4760实业有限公司,ENTERPRISE_NAME
enterprise_col_13,cfg_4568,ENTERPRISE_NAME
enterprise_col_13,青岛市云联实业有限公司,ENTERPRISE_NAME
enterprise_col_13,云联4761有限公司,ENTERPRISE_NAME
enterprise_col_13,重庆市信达科技有限公司,ENTERPRISE_NAME
enterprise_col_13,南京市博瑞科技有限公司,ENTERPRISE_NAME
enterprise_col_13,英迪4765科技有限公司,ENTERPRISE_NAME
enterprise_col_13,中科4766股份有限公司,ENTERPRISE_NAME
enterprise_col_13,广州市云联实业有限公司,ENTERPRISE_NAME
enterprise_col_13,英迪4762集团有限公司,ENTERPRISE_NAME
enterprise_col_13,IDX00004566,ENTERPRISE_NAME
enterprise_col_13,成都市英迪集团有限公司,ENTERPRISE_NAME
enterprise_col_13,鸿泰4763科技有限公司,ENTERPRISE_NAME
enterprise_col_13,南京市英迪实业有限公司,ENTERPRISE_NAME
enterprise_col_13,test_4567,ENTERPRISE_NAME
enterprise_col_13,青岛市华夏股份有限公司,ENTERPRISE_NAME
enterprise_col_14,26269924_4573,ENTERPRISE_NAME
enterprise_col_14,54040014_4571,ENTERPRISE_NAME
enterprise_col_14,大连市云联集团有限公司,ENTERPRISE_NAME
enterprise_col_14,unknown_4572,ENTERPRISE_NAME
enterprise_col_14,test_4570,ENTERPRISE_NAME
enterprise_col_14,博瑞4772集团有限公司,ENTERPRISE_NAME
enterprise_col_14,大连市鸿泰集团有限公司,ENTERPRISE_NAME
enterprise_col_14,信达4780有限公司,ENTERPRISE_NAME
enterprise_col_14,云联4779实业有限公司,ENTERPRISE_NAME
enterprise_col_14,英迪4775有限公司,ENTERPRISE_NAME
enterprise_col_14,博瑞4778有限公司,ENTERPRISE_NAME
enterprise_col_14,云联4781科技有限公司,ENTERPRISE_NAME
enterprise_col_14,西安市博雅股份有限公司,ENTERPRISE_NAME
enterprise_col_14,腾迅4774股份有限公司,ENTERPRISE_NAME
enterprise_col_14,厦门市博瑞集团有限公司,ENTERPRISE_NAME
enterprise_col_14,云联4773集团有限公司,ENTERPRISE_NAME
enterprise_col_14,信达4771科技有限公司,ENTERPRISE_NAME
enterprise_col_14,cfg_4569,ENTERPRISE_NAME
enterprise_col_14,云联4777集团有限公司,ENTERPRISE_NAME
