column_id,text,label
phone_col_1,13800138001,PHONE
phone_col_1,13912345671,PHONE
phone_col_1,15088886661,PHONE
phone_col_1,18699990001,PHONE
phone_col_1,17777777771,PHONE

phone_col_2,13800138002,PHONE
phone_col_2,13912345672,PHONE
phone_col_2,15088886662,PHONE
phone_col_2,18699990002,PHONE
phone_col_2,17777777772,PHONE

phone_col_3,13800138003,PHONE
phone_col_3,13912345673,PHONE
phone_col_3,15088886663,PHONE
phone_col_3,18699990003,PHONE
phone_col_3,17777777773,PHONE

phone_col_4,13800138004,PHONE
phone_col_4,13912345674,PHONE
phone_col_4,15088886664,PHONE
phone_col_4,18699990004,PHONE
phone_col_4,17777777774,PHONE

phone_col_5,13800138005,PHONE
phone_col_5,13912345675,PHONE
phone_col_5,15088886665,PHONE
phone_col_5,18699990005,PHONE
phone_col_5,17777777775,PHONE

phone_col_6,+8613800138006,PHONE
phone_col_6,008613912345676,PHONE
phone_col_6,15088886666 ,PHONE
phone_col_6, 18699990006,PHONE
phone_col_6,17777777776,PHONE

phone_col_7,138 0013 8007,PHONE
phone_col_7,139-1234-5677,PHONE
phone_col_7,15088886667,PHONE
phone_col_7,18699990007,PHONE
phone_col_7,17777777777,PHONE

phone_col_8,13800138008,PHONE
phone_col_8,13912345678,PHONE
phone_col_8,15088886668,PHONE
phone_col_8,18699990008,PHONE
phone_col_8,17777777778,PHONE

phone_col_9,13800138009,PHONE
phone_col_9,13912345679,PHONE
phone_col_9,15088886669,PHONE
phone_col_9,18699990009,PHONE
phone_col_9,17777777779,PHONE

phone_col_10,13800138010,PHONE
phone_col_10,13912345670,PHONE
phone_col_10,15088886660,PHONE
phone_col_10,18699990010,PHONE
phone_col_10,17777777770,PHONE


id_col_1,110101199001011111,ID_CARD
id_col_1,320311198906152222,ID_CARD
id_col_1,440524198001013333,ID_CARD
id_col_1,370982199912124444,ID_CARD
id_col_1,510105198805055555,ID_CARD

id_col_2,110101199101011111,ID_CARD
id_col_2,320311199006152222,ID_CARD
id_col_2,440524198201013333,ID_CARD
id_col_2,370982199812124444,ID_CARD
id_col_2,510105198905055555,ID_CARD

id_col_3,110101199201011111,ID_CARD
id_col_3,320311199106152222,ID_CARD
id_col_3,440524198301013333,ID_CARD
id_col_3,370982199712124444,ID_CARD
id_col_3,510105199005055555,ID_CARD

id_col_4,110101199301011111,ID_CARD
id_col_4,320311199206152222,ID_CARD
id_col_4,440524198401013333,ID_CARD
id_col_4,370982199612124444,ID_CARD
id_col_4,510105199105055555,ID_CARD

id_col_5,110101199401011111,ID_CARD
id_col_5,320311199306152222,ID_CARD
id_col_5,440524198501013333,ID_CARD
id_col_5,370982199512124444,ID_CARD
id_col_5,510105199205055555,ID_CARD

id_col_6,11010119950101111X,ID_CARD
id_col_6,32031119940615222X,ID_CARD
id_col_6,44052419860101333X,ID_CARD
id_col_6,37098219941212444X,ID_CARD
id_col_6,51010519930505555X,ID_CARD

id_col_7,11010119960101111x,ID_CARD
id_col_7,32031119950615222x,ID_CARD
id_col_7,44052419870101333x,ID_CARD
id_col_7,37098219931212444x,ID_CARD
id_col_7,51010519940505555x,ID_CARD

id_col_8,110101199701011111,ID_CARD
id_col_8,320311199606152222,ID_CARD
id_col_8,440524198801013333,ID_CARD
id_col_8,370982199212124444,ID_CARD
id_col_8,510105199505055555,ID_CARD

id_col_9,110101199801011111,ID_CARD
id_col_9,320311199706152222,ID_CARD
id_col_9,440524198901013333,ID_CARD
id_col_9,370982199112124444,ID_CARD
id_col_9,510105199605055555,ID_CARD

id_col_10,110101199901011111,ID_CARD
id_col_10,320311199806152222,ID_CARD
id_col_10,440524199001013333,ID_CARD
id_col_10,370982199012124444,ID_CARD
id_col_10,510105199705055555,ID_CARD



bank_col_1,6222021234567893,BANK_CARD
bank_col_1,6222021234567802,BANK_CARD
bank_col_1,6222021234567810,BANK_CARD
bank_col_1,6222 0212 3456 7828,BANK_CARD
bank_col_1,6222021234567836 ,BANK_CARD

bank_col_2,6228481234567897,BANK_CARD
bank_col_2,6228481234567806,BANK_CARD
bank_col_2,6228481234567814,BANK_CARD
bank_col_2,622848-1234567822,BANK_CARD
bank_col_2, 6228481234567830,BANK_CARD

bank_col_3,6216611234567895,BANK_CARD
bank_col_3,6216611234567804,BANK_CARD
bank_col_3,6216611234567812,BANK_CARD
bank_col_3,6216611234567820,BANK_CARD
bank_col_3,62166112345678A8,BANK_CARD

bank_col_4,6227001234567891,BANK_CARD
bank_col_4,6227001234567800,BANK_CARD
bank_col_4,6227001234567818,BANK_CARD
bank_col_4,622700123456782,BANK_CARD
bank_col_4,6227001234567834,BANK_CARD

bank_col_5,6222621234567899,BANK_CARD
bank_col_5,6222621234567808,BANK_CARD
bank_col_5,6222621234567816,BANK_CARD
bank_col_5,6222621234567824,BANK_CARD
bank_col_5,62226212345678321,BANK_CARD

bank_col_6,6214831234567898,BANK_CARD
bank_col_6,6214831234567807,BANK_CARD
bank_col_6,6214831234567815,BANK_CARD
bank_col_6,6214831234567823,BANK_CARD
bank_col_6,6214-8312-3456-7831,BANK_CARD

bank_col_7,6222029876543216,BANK_CARD
bank_col_7,6222029876543224,BANK_CARD
bank_col_7,6222029876543232,BANK_CARD
bank_col_7,6222029876543240,BANK_CARD
bank_col_7,622202987654325,BANK_CARD

bank_col_8,6228489876543214,BANK_CARD
bank_col_8,6228489876543222,BANK_CARD
bank_col_8,6228489876543230,BANK_CARD
bank_col_8,6228489876543248,BANK_CARD
bank_col_8,62284898765432B6,BANK_CARD

