column_id,text,label
name_col_1,张伟,NAME
name_col_1,张三,NAME
name_col_1,李娜,NAME
name_col_1,110105199001011234,NAME
name_col_1,王芳,NAME
name_col_1,粤B88888,NAME
name_col_1,陈杰,NAME
name_col_1,2023-09-09,NAME
name_col_1,刘洋,NAME
name_col_1,China,NAME
name_col_2,孙悦,NAME
name_col_2,吴昊,NAME
name_col_2,192.168.1.1,NAME
name_col_2,周涛,NAME
name_col_2,600000,NAME
name_col_2,黄磊,NAME
name_col_2,JP,NAME
name_col_2,张强,NAME
name_col_2,20230101,NAME
name_col_2,李想,NAME
name_col_3,陈浩,NAME
name_col_3,赵雷,NAME
name_col_3,张三,NAME
name_col_3,北京市朝阳区建国路88号,NAME
name_col_3,王鑫,NAME
name_col_3,110105198806158765,NAME
name_col_3,李俊,NAME
name_col_3,ABC123,NAME
name_col_3,刘超,NAME
name_col_3,2023-10-01,NAME
name_col_4,张宇,NAME
name_col_4,李强,NAME
name_col_4,13888888888,NAME
name_col_4,孙浩,NAME
name_col_4,陈亮,NAME
name_col_4,1HGCM82633A004352,NAME
name_col_4,赵凯,NAME
name_col_4,粤A12345,NAME
name_col_4,王磊,NAME
name_col_4,abcdef,NAME
name_col_5,周杰,NAME
name_col_5,王洋,NAME
name_col_5,600001,NAME
name_col_5,李雪,NAME
name_col_5,深圳市南山区科技园,NAME
name_col_5,张涛,NAME
name_col_5,陈涛,NAME
name_col_5,110105199508073210,NAME
name_col_5,吴迪,NAME
name_col_5,2022-12-31,NAME
name_col_6,刘涛,NAME
name_col_6,王凯,NAME
name_col_6,李四,NAME
name_col_6,孙楠,NAME
name_col_6,ABCDEF123,NAME
name_col_6,陈刚,NAME
name_col_6,192.168.0.5,NAME
name_col_6,赵峰,NAME
name_col_6,张三,NAME
name_col_6,李磊,NAME
name_col_7,张静,NAME
name_col_7,王丽,NAME
name_col_7,110105199001011234,NAME
name_col_7,周华,NAME
name_col_7,王五,NAME
name_col_7,陈军,NAME
name_col_7,600888,NAME
name_col_7,李洋,NAME
name_col_7,粤C88888,NAME
name_col_7,孙强,NAME
name_col_8,赵鹏,NAME
name_col_8,600000,NAME
name_col_8,李霞,NAME
name_col_8,王波,NAME
name_col_8,上海市浦东新区世纪大道,NAME
name_col_8,陈波,NAME
