column_id,text,label,reason
fund_name_col_1,110105199001011234,FUNDS_NAME,not_fund_name_like
fund_name_col_1,abcdef123,FUNDS_NAME,not_fund_name_like
fund_name_col_2,192.168.1.1,FUNDS_NAME,not_fund_name_like
fund_name_col_2,000001,FUNDS_NAME,not_fund_name_like
fund_name_col_2,not_a_name,FUNDS_NAME,not_fund_name_like
fund_name_col_2,20230101,FUNDS_NAME,not_fund_name_like
fund_name_col_3,JP,FUNDS_NAME,not_fund_name_like
fund_name_col_3,123456,FUNDS_NAME,not_fund_name_like
fund_name_col_3,hello_world,FUNDS_NAME,not_fund_name_like
fund_name_col_3,2023-12-31,FUNDS_NAME,not_fund_name_like
fund_name_col_3,600000,FUNDS_NAME,not_fund_name_like
fund_name_col_4,110105123456789012,FUNDS_NAME,not_fund_name_like
fund_name_col_4,8.8.8.8,FUNDS_NAME,not_fund_name_like
fund_name_col_4,ABCDEFG,FUNDS_NAME,not_fund_name_like
fund_name_col_4,2024/01/01,FUNDS_NAME,not_fund_name_like
fund_name_col_4,999999,FUNDS_NAME,not_fund_name_like
fund_name_col_5,China,FUNDS_NAME,not_fund_name_like
fund_name_col_5,000002,FUNDS_NAME,not_fund_name_like
fund_name_col_5,abcdef,FUNDS_NAME,not_fund_name_like
fund_name_col_5,20221212,FUNDS_NAME,not_fund_name_like
fund_name_col_6,123456789,FUNDS_NAME,not_fund_name_like
fund_name_col_6,not_a_fund,FUNDS_NAME,not_fund_name_like
fund_name_col_6,2023.01.01,FUNDS_NAME,not_fund_name_like
fund_name_col_6,USA,FUNDS_NAME,not_fund_name_like
fund_name_col_6,6222021234567890,FUNDS_NAME,not_fund_name_like
fund_name_col_7,110105199001011234,FUNDS_NAME,not_fund_name_like
fund_name_col_7,2023-06-01,FUNDS_NAME,not_fund_name_like
fund_name_col_7,192.168.0.1,FUNDS_NAME,not_fund_name_like
fund_name_col_8,abcdef123,FUNDS_NAME,not_fund_name_like
fund_name_col_8,20230101123045,FUNDS_NAME,not_fund_name_like
fund_name_col_8,JP,FUNDS_NAME,not_fund_name_like
fund_name_col_8,12345,FUNDS_NAME,not_fund_name_like
fund_name_col_9,000003,FUNDS_NAME,not_fund_name_like
fund_name_col_9,China,FUNDS_NAME,not_fund_name_like
fund_name_col_9,not_valid,FUNDS_NAME,not_fund_name_like
fund_name_col_9,2023-02-02,FUNDS_NAME,not_fund_name_like
fund_name_col_9,110105199508073210,FUNDS_NAME,not_fund_name_like
fund_name_col_10,600000,FUNDS_NAME,not_fund_name_like
fund_name_col_10,20240101,FUNDS_NAME,not_fund_name_like
fund_name_col_10,USA,FUNDS_NAME,not_fund_name_like
fund_name_col_10,abc123,FUNDS_NAME,not_fund_name_like
